timestamp,frame_id,ear_left,ear_right,ear_avg,mar,perclos,left_iris_x,left_iris_y,right_iris_x,right_iris_y,head_yaw,head_pitch,head_roll,saccade_velocity,saccade_latency_ms,blink_closing_velocity,blink_opening_velocity,gaze_yaw_dispersion,gen_slow_phase_vel,gen_beat_count,pursuit_fragmentation_ratio,vergence_angle_deg,vor_gain,head_postural_sway,facial_flushing_ratio,flushing_valid,flushing_delta,deliberate_blink_suppression,voluntary_eye_widening,stare_fixation_duration_s,compensatory_stare_active,rigid_head_stabilization,masking_divergence_score,masking_detected,blink_detected,microsleep_detected,yawn_detected,saccade_detected,gen_detected,lack_of_convergence,imu_gated,risk_score,classification,confidence
0.0,1,0.35386307160777325,0.3398426678959091,0.34685286975184115,0.015331348636890773,0.0,1.0,0.3413393379510197,1.0,-0.33874794804546116,5.4486883872781435,-1.6331574313633028,-2.436325519635949,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.0,1.0,0.0,1.038724566141361,True,-0.23057439545084368,False,False,0.0,False,False,0.0,False,False,False,False,False,False,False,False,0.0,SOBER,0.95
